Category,Question,Answer,Value
Housing,Gentrification,Proportion of addresses applied for extension,0.0289021490251567
Housing,Gentrification,Churn rate within last 5 years,0.186173381970239
Housing,Gentrification,Annualised Price % change in last 5 years,0.095352983034736
Family,Structure,"Single person, no children",0.0808267338760846
Family,Structure,Single parent,0.0123490961066241
Family,Structure,"Couple, no children",0.368804456353679
Family,Structure,Couple with children,0.222606762292325
Family,Structure,"Other: two or more adults, may include a couple, may have children",0.315412951371285
Family,Number of Children by Age,Children aged 0 - 5: 0,0.917994055733329
Family,Number of Children by Age,Children aged 0 - 5: 1,0.0530801777253226
Family,Number of Children by Age,Children aged 0 - 5: 2+,0.0289257665413479
Family,Number of Children by Age,Children aged 6 - 15: 0,0.788449370624105
Family,Number of Children by Age,Children aged 6 - 15: 1,0.120615455879475
Family,Number of Children by Age,Children aged 6 - 15: 2+,0.0909351734964185
Family,Children in household,Children at home: 0,0.724710535638354
Family,Children in household,Children at home: 1,0.14440084529367
Family,Children in household,Children at home: 2,0.0971285647015863
Family,Children in household,Children at home: 3+,0.0337600543663889
Family,Household Size,Household size: 1 person,0.110599545920627
Family,Household Size,Household size: 2 persons,0.465714165186485
Family,Household Size,Household size: 3 - 4 persons,0.357689760751668
Family,Household Size,Household size: 5+ persons,0.065996528141218
Economy,NS SEC (% of people in employment),"Higher managerial, administrative and professional occupations",0.214532443294869
Economy,NS SEC (% of people in employment),"Lower managerial, administrative and professional occupations",0.3761635611682
Economy,NS SEC (% of people in employment),Intermediate occupations,0.121466873168734
Economy,NS SEC (% of people in employment),Small employers and own account workers,0.1039212703289
Economy,NS SEC (% of people in employment),Lower supervisory and technical occupations,0.0373302422288037
Economy,NS SEC (% of people in employment),Semi-routine occupations,0.0953759395829622
Economy,NS SEC (% of people in employment),Routine occupations,0.0512096702275294
Economy,Social Grade,A,0.0672573953413266
Economy,Social Grade,B,0.318701333042854
Economy,Social Grade,C1,0.357966565908991
Economy,Social Grade,C2,0.144307407944829
Economy,Social Grade,D,0.0626871889957818
Economy,Social Grade,E,0.0490801087662165
Economy,Occupation,Director / managerial,0.104809828875272
Economy,Occupation,Professional,0.253266356686289
Economy,Occupation,Looking after home,0.119644086304479
Economy,Occupation,Office worker,0.0489491743508057
Economy,Occupation,Retired,0.157846688893797
Economy,Occupation,Self employed,0.0992985626215998
Economy,Occupation,Shop worker,0.0674227077461703
Economy,Occupation,Skilled / manual worker,0.0916367917335804
Economy,Occupation,Student,0.05090959010364
Economy,Occupation,Unemployed,0.00621621268436493
Education,Highest Level of Qualifications (Adults),Degree or higher degree,0.408136252085386
Education,Highest Level of Qualifications (Adults),Higher education below degree level,0.11563007656089
Education,Highest Level of Qualifications (Adults),A-levels / AS-levels or Highers,0.136017101362467
Education,Highest Level of Qualifications (Adults),GCSE / O-levels / CSE / School Certificate,0.233001258679137
Education,Highest Level of Qualifications (Adults),None of the above,0.107215311312118
Transport,Travel To Work (% of Workers),Train / tube / tram,0.0648321523253388
Transport,Travel To Work (% of Workers),Car / van / motorbike (driver or passenger),0.721356683397975
Transport,Travel To Work (% of Workers),Bus / minibus / coach,0.0288504561094459
Transport,Travel To Work (% of Workers),Bicycle,0.040930311047364
Transport,Travel To Work (% of Workers),On foot,0.0720791582060707
Transport,Travel To Work (% of Workers),Other (inc taxi / minicab),0.00675198985426288
Transport,Travel To Work (% of Workers),Works mainly from home,0.0651992490595417
Transport,Car Ownership,Number of cars: 0,0.0708976456131154
Transport,Car Ownership,Number of cars: 1,0.417180894873082
Transport,Car Ownership,Number of cars: 2,0.382770760185433
Transport,Car Ownership,Number of cars: 3+,0.129150699328368
Transport,Car Ownership,Less than 3 years old,0.186819084383355
Transport,Car type,Main car: Company car,0.0137991904869777
Transport,Car type,Main car: Privately owned,0.915303163899906
Transport,Car type,Main car class: Saloon,0.135491091790795
Transport,Car type,Main car class: Hatchback,0.408238464339059
Transport,Car type,Main car class: Estate,0.0811841864004664
Transport,Car type,Main car class: Luxury,0.0415136378654476
Transport,Car type,Main car class: Other,0.262674973991115
Transport,Car type,Bought main car new,0.363368043618806
Transport,Car type,Bought main car used,0.565734310768078
Transport,Car type,Main car uses: Traditional fuel,0.785060747901814
Transport,Car type,Main car uses: Mild hybrid (i.e. engine and electric motor power the car and can't be used independently of each other),0.033444736359951
Transport,Car type,"Main car uses: Full hybrid (i.e. engine and electric motor power the car, either simultaneously or independently)",0.0417683042741774
Transport,Car type,Main car uses: Plug-in hybrid (i.e. engine and electric motor power the car that charges using a plug - in),0.021977530513948
Transport,Car type,Main car uses: Electric,0.0447443576565289
Transport,Car type,Main car uses: Other alternative fuels,0.00210667768046437
Transport,Mileage,"Yearly mileage: 0 - 5,000 miles",0.442379169286772
Transport,Mileage,"Yearly mileage: 5,000 - 10,000 miles",0.320646804176667
Transport,Mileage,"Yearly mileage: 10,000+ miles",0.166076380923443
Finance,Household Annual Gross Income,"£0 - £20,000",0.0858537403666703
Finance,Household Annual Gross Income,"£20,000 - £40,000",0.190137173582193
Finance,Household Annual Gross Income,"£40,000 - £60,000",0.21531707288842
Finance,Household Annual Gross Income,"£60,000 - £80,000",0.164393837229149
Finance,Household Annual Gross Income,"£80,000 - £100,000",0.142662249821683
Finance,Household Annual Gross Income,"£100,000+",0.201635926111882
Finance,Household Annual Gross Income,Average (Mean) Household Income,72634.45022909199
Finance,Disposable Income,Income after Income tax and National Insurance,54802.9077004444
Finance,Disposable Income,Disposable Income after all modelled outgoings,32391.2779307084
Finance,Outgoings,"Income tax, NI",17831.5426334615
Finance,Outgoings,"Mortgage, social rent, private rent",5859.03575465599
Finance,Outgoings,"Council tax, utilities, water, structure insurance, NI domestic rates",4637.06799722074
Finance,Outgoings,Food,5672.87930412659
Finance,Outgoings,Clothing,2069.15767115779
Finance,Outgoings,Childcare,734.421072240229
Finance,Outgoings,Student loans,396.40266564038603
Finance,Outgoings,Pension,2010.6501901038398
Finance,Outgoings,Travel to work,1032.03099965931
Finance,Outgoings,Total Expenditure,560.505432088428
Finance,Outgoings,> Food and non-alcoholic beverages,80.984641944894
Finance,Outgoings,> Alcoholic beverages (off-sales),16.0564841279186
Finance,Outgoings,> Tobacco,1.90513958163991
Finance,Outgoings,> Clothing and footwear,19.0241966733722
Finance,Outgoings,"> Housing, water, electricity, gas and other fuels",70.1018206719549
Finance,Outgoings,"> Furnishings, household equipment and routine maintenance",47.7611018007109
Finance,Outgoings,> Health,12.9933386922265
Finance,Outgoings,> Transport,110.369213106883
Finance,Outgoings,> Communication,24.366024641903
Finance,Outgoings,> Recreation and Culture,77.3733233076752
Finance,Outgoings,> Education,9.8218429316074
Finance,Outgoings,> Restaurants and hotels,36.7313502351189
Finance,Outgoings,> Miscellaneous goods and services,53.0169543725231
Finance,Outgoings,Total Online Expenditure,53.1759048136068
Finance,Financial Attitudes,I don't like the idea of being in debt,0.430870790762023
Finance,Financial Attitudes,I am very good at managing money,0.636579952481786
Finance,Financial Attitudes,It is important to be well insured for everything,0.111516412318893
Finance,Financial Attitudes,Financial security after retirement is your own responsibility,0.684174941537282
Finance,Financial Attitudes,Switching utilities suppliers is well worth the effort,0.344878663942079
Finance,Financial Attitudes,I like to use cash when making purchases,0.285401424490113
Finance,Financial Attitudes,I do not make financial decisions without talking to a professional,0.204937919363042
Finance,Financial Attitudes,I do not mind taking risks with my money,0.239412722422068
Finance,Financial Attitudes,I am always careful that my personal details are not public,0.789726359082242
Finance,Financial Attitudes,I love the ease of using chat bots to get answers,0.257655989933021
Finance,Financial Attitudes,I hate having to go to the branch of my bank or building society,0.438980966839314
Finance,Financial Attitudes,I am happy to use the phone to carry out day to day banking transactions,0.753232332710537
Finance,Financial Attitudes,I trust financial price comparison sites,0.535424133011405
Finance,Financial Attitudes,I am likely to use financial price comparison sites in the future,0.667858374710419
Finance,Financial Attitudes,I would be happy to use the Internet to carry out day to day banking transactions,0.890285843012178
Finance,Financial Attitudes,I regularly read the financial pages in the papers,0.550062653342257
Finance,Financial Attitudes,I hate to borrow - I would much rather save up in advance,0.76727351163425
Finance,Financial Attitudes,I only save for a specific purpose,0.236875833927987
Finance,Benefits,Income support,0.00488029025141969
Finance,Benefits,Job seeker's allowance,0.00237536727201023
Finance,Benefits,Child benefit,0.0982781910786988
Finance,Benefits,Universal credit,0.010104635728569
Finance,Financial Situation,Saving a lot,0.15996462519748
Finance,Financial Situation,Saving a little,0.525831879809121
Finance,Financial Situation,Just managing to make ends meet,0.212517770410888
Finance,Financial Situation,Drawing on savings or running into debt,0.101685724582509
Finance,Contactless,"Uses contactless payments on card, smartphone, or wearable device",0.792755665349695
Finance,Credit Cards,Has credit card,0.746074592052719
Finance,Credit Cards,Has 2+ credit cards,0.393013598419364
Finance,Credit Cards,Spent £500+ in last month on a credit card,0.334341004633372
Finance,Credit Cards,Uses credit card 6+ times per month,0.412228744025535
Finance,Credit Cards,Usually makes minimum payment on card,0.0932905446896244
Finance,Credit Cards,Always pays credit card balance in full,0.609606069882718
Finance,"Current account, Savings and Investments",Has current account,0.980374630751931
Finance,"Current account, Savings and Investments",Has commoditised financial product,0.979764372134033
Finance,"Current account, Savings and Investments",Has considered financial product,0.789323706824822
Finance,"Current account, Savings and Investments",Has a buy-to-let property or property development projects,0.0846959017898925
Finance,"Current account, Savings and Investments",Has instant access account,0.478627389437206
Finance,"Current account, Savings and Investments",Has Cash ISA,0.254858972833743
Finance,"Current account, Savings and Investments",Has a Help to Buy ISA,0.0169443571061957
Finance,"Current account, Savings and Investments",Has Stocks and Shares ISA,0.257126070108808
Finance,"Current account, Savings and Investments",Has Unit Trusts,0.024101136420308
Finance,"Current account, Savings and Investments",Has stocks and shares,0.201628038254678
Finance,"Current account, Savings and Investments",Has investment bonds,0.0476487287045563
Finance,"Current account, Savings and Investments",Has a National Savings product,0.316816111562886
Finance,"Current account, Savings and Investments",Has savings account,0.733548483071757
Finance,"Current account, Savings and Investments",Savings value £1 - £500,0.0895697776569091
Finance,"Current account, Savings and Investments","Savings value £500 - £2,500",0.0846426097077948
Finance,"Current account, Savings and Investments","Savings value £2,500 - £10,000",0.140377874138949
Finance,"Current account, Savings and Investments","Savings value £10,000+",0.418958221568104
Finance,"Current account, Savings and Investments",Has investments,0.397001292363798
Finance,"Current account, Savings and Investments","Value of investments £25,000+",0.173651579676577
Finance,Loans,Has loan,0.176301817706981
Finance,Loans,Has unsecured loan,0.0787469349901151
Finance,Loans,Has 2+ loans,0.0557437418031654
Finance,Loans,"Unsecured debt greater than £15,000",0.0241698228027604
Finance,Mortgage,Has a mortgage,0.280546997356339
Finance,Mortgage,Has mortgage more than 10 years old,0.0639520144755309
Finance,Mortgage,Has endowment mortgage,0.00441010075200203
Finance,Mortgage,Has repayment mortgage,0.225815632803526
Finance,Mortgage,Has offset mortgage,0.0214299844565762
Finance,Mortgage,Re-mortgaged with different lender,0.0505916152421013
Finance,Mortgage,Re-mortgaged with same lender,0.046067922001871
Finance,Mortgage,Has mortgage on property other than currently live in,0.0265335938277982
Finance,Mortgage,Has mortgage on more than one property,0.0202646626911526
Finance,Insurance and Pensions,Has Life Assurance,0.408923566356571
Finance,Insurance and Pensions,Has life protection policy,0.287823731583469
Finance,Insurance and Pensions,Has pension scheme,0.454939532613129
Finance,Insurance and Pensions,Has pension scheme organised through company,0.347123304166938
Finance,Insurance and Pensions,Has pension scheme organised personally,0.107816228446191
Finance,Insurance and Pensions,Plans to use other investments for retirement,0.160961760281041
Finance,Insurance and Pensions,Has PMI (private medical insurance),0.128965230757796
Finance,Insurance and Pensions,Has PMI - pay all personally,0.0435162272339914
Finance,Insurance and Pensions,Has PMI - employer pays part or all,0.0541731038694269
Finance,Insurance and Pensions,Has PMI - is covered by a family member,0.0312758996543776
Finance,Insurance and Pensions,"Other health insurance (personal accident, hospital cash, health scheme)",0.117203779723866
Financial Channel,Arrange current account,In branch or other face to face,0.0333335094612559
Financial Channel,Arrange current account,Online,0.110122764756099
Financial Channel,Arrange current account,By phone,0.0209538965641677
Financial Channel,Arrange current account,By post,0.00705136810309254
Financial Channel,Arrange current account,Used price comparison site,0.00828957010787517
Financial Channel,Arrange commoditised financial product,In branch or other face to face,0.153361874792046
Financial Channel,Arrange commoditised financial product,Online,0.661292826782805
Financial Channel,Arrange commoditised financial product,By phone,0.294046014290183
Financial Channel,Arrange commoditised financial product,By post,0.0462571906684104
Financial Channel,Arrange commoditised financial product,Used price comparison site,0.304539532226561
Financial Channel,Arrange mortgage,In branch or other face to face,0.100441822051291
Financial Channel,Arrange mortgage,Online,0.135077995117667
Financial Channel,Arrange mortgage,By phone,0.088736757700722
Financial Channel,Arrange mortgage,By post,0.0179171073717217
Financial Channel,Arrange mortgage,Used price comparison site,0.0159772159200426
Financial Channel,Arrange mortgage,Used IFA,0.00583777691022722
Financial Channel,Manage current account,In branch,0.457811910245171
Financial Channel,Manage current account,Online,0.810213195059332
Financial Channel,Manage current account,Online mobile,0.75966633061473
Financial Channel,Manage current account,Online at home or work,0.594825619004505
Financial Channel,Manage current account,By phone,0.110398036239001
Financial Channel,Manage current account,By post,0.133461596548814
Financial Channel,Manage savings account,In branch,0.133927933176127
Financial Channel,Manage savings account,Online,0.557416156044356
Financial Channel,Manage savings account,Online mobile,0.50614343296659
Financial Channel,Manage savings account,Online at home or work,0.336609274160281
Financial Channel,Manage savings account,By phone,0.0902420483752114
Financial Channel,Manage savings account,By post,0.0690021349617276
Financial Channel,Actively manage current account,In branch,0.0176511560523772
Financial Channel,Actively manage current account,Online,0.566369281851258
Financial Channel,Actively manage current account,Online mobile,0.533056273404508
Financial Channel,Actively manage current account,Online at home or work,0.207563859382595
Financial Channel,Actively manage current account,By phone,0.02038450378938
Internet,Internet Access: Overall,Used the internet in the last month,0.978135071391137
Internet,Internet Access: Overall,Never used the internet,0.0141650123765579
Digital,Internet Access: Usage in Last Week,Not at all,0.0408668651856157
Digital,Internet Access: Usage in Last Week,Less than 2 hours,0.0658793318290169
Digital,Internet Access: Usage in Last Week,3 - 7 hours,0.236523403673112
Digital,Internet Access: Usage in Last Week,8 - 19 hours,0.22902340269838
Digital,Internet Access: Usage in Last Week,20+ hours,0.427706996613874
Digital,Digital Attitudes,I am worried that any personal information I enter online will not remain secure,0.633057726109212
Digital,Digital Attitudes,"Computers confuse me, I'll never get used to them",0.130138785814966
Digital,Digital Attitudes,I love to buy new gadgets and appliances,0.360187814519873
Digital,Digital Attitudes,Shopping online makes my life easier,0.245791781941901
Devices,Mobile phone,Has mobile,0.955901981044732
Devices,Mobile phone,Has smartphone,0.88639980826017
Devices,Technology at Home,Has tablet,0.610550010837067
Devices,Technology at Home,Has a smartwatch or fitness band,0.289623193357924
Digital,Online activity (one or more times per week),Book Travel / Holiday,0.0583739355563579
Digital,Online activity (one or more times per week),Gambling / Betting,0.128123635687574
Digital,Online activity (one or more times per week),Manage my personal finances / bank account,0.704174675319789
Digital,Online activity (one or more times per week),Online auctions (e.g. eBay),0.177754435972318
Digital,Online activity (one or more times per week),Online shopping,0.32618440494292
Digital,Online activity (one or more times per week),Source info on products / services online,0.58952487461837
Digital,Online activity (one or more times per week),Use a search engine (e.g. Google),0.904313480893695
Digital,Researched the last purchase online before buying,Alcoholic drinks,0.194950422170024
Digital,Researched the last purchase online before buying,Beauty / personal grooming,0.344104385560117
Digital,Researched the last purchase online before buying,Cars / automotive ,0.320438443515878
Digital,Researched the last purchase online before buying,Children products ,0.217235784251685
Digital,Researched the last purchase online before buying,"Consumer technology (e.g. tablets, laptops, smartphones, smart watches) ",0.5785559768504001
Digital,Researched the last purchase online before buying,"Entertainment tickets (e.g. movie, theater, festivals, sporting events) ",0.460817239358637
Digital,Researched the last purchase online before buying,Fashion / clothing ,0.462424504543953
Digital,Researched the last purchase online before buying,"Gaming (e.g. consoles, PC, online) ",0.27902101355143
Digital,Researched the last purchase online before buying,Groceries / household items ,0.186150975474005
Digital,Researched the last purchase online before buying,Holiday / travel ,0.583756254690986
Digital,Researched the last purchase online before buying,Home appliances ,0.563044991785993
Digital,Researched the last purchase online before buying,Luxury goods and services ,0.189922300074795
Digital,Researched the last purchase online before buying,"Music (e.g. downloads, streaming, CDs) ",0.262895265250655
Digital,Researched the last purchase online before buying,Personal finance / banking,0.42864124259241
Digital,Researched the last purchase online before buying,Pet care ,0.199189232995813
Digital,Bought the last purchase online using any device,Alcoholic drinks,0.221736160467539
Digital,Bought the last purchase online using any device,Beauty / personal grooming,0.361742859885973
Digital,Bought the last purchase online using any device,Cars / automotive ,0.175999700235601
Digital,Bought the last purchase online using any device,Children products ,0.254018815454922
Digital,Bought the last purchase online using any device,"Consumer technology (e.g. tablets, laptops, smartphones, smart watches) ",0.526089675811493
Digital,Bought the last purchase online using any device,"Entertainment tickets (e.g. movie, theater, festivals, sporting events) ",0.51271733080409
Digital,Bought the last purchase online using any device,Fashion / clothing ,0.457896587596874
Digital,Bought the last purchase online using any device,"Gaming (e.g. consoles, PC, online) ",0.292515739033548
Digital,Bought the last purchase online using any device,Groceries / household items ,0.268402467851711
Digital,Bought the last purchase online using any device,Holiday / travel ,0.637140651879871
Digital,Bought the last purchase online using any device,Home appliances ,0.52169905368474
Digital,Bought the last purchase online using any device,Luxury goods and services ,0.199052649745639
Digital,Bought the last purchase online using any device,"Music (e.g. downloads, streaming, CDs) ",0.339908737198672
Digital,Bought the last purchase online using any device,Personal finance / banking,0.489689765185923
Digital,Bought the last purchase online using any device,Pet care ,0.217287699920365
Digital,Sites regularly visited,Amazon.co.uk,0.66786895574157
Digital,Sites regularly visited,Google,0.603552191452227
Digital,Sites regularly visited,Wikipedia,0.26557280135722
Digital,Sites regularly visited,Yahoo!,0.0721323694424231
Digital,Sites regularly visited,airbnb,0.100488626724077
Digital,Sites regularly visited,Asos.com,0.0829276603114735
Digital,Sites regularly visited,Bing,0.0409291394830817
Digital,Sites regularly visited,Buzzfeed,0.027375213139069
Digital,Sites regularly visited,Ebay,0.343371854799271
Digital,Sites regularly visited,Expedia.co.uk,0.0480709004897545
Digital,Sites regularly visited,Gmail,0.410960082677508
Digital,Sites regularly visited,Groupon,0.0484737551323903
Digital,Sites regularly visited,MSN,0.0258146603118179
Digital,Sites regularly visited,Spotify,0.259902775232082
Digital,Sites regularly visited,TripAdvisor,0.173973744693173
Digital,Sites regularly visited,Vice.com,0.00576026272637921
Digital,Sites regularly visited,Bet365.com,0.038836987379416
Digital,Sites regularly visited,SoundCloud,0.0227323558129016
Digital,Sites regularly visited,Hotels.com,0.0570965179397796
Digital,Sites regularly visited,Argos,0.138236648239188
Digital,Sites regularly visited,Audible (Amazon eBooks),0.0463076201849127
Digital,Sites regularly visited,Auto Trader,0.048996576260325
Digital,Sites regularly visited,BBC Good Food,0.162763718597227
Digital,Sites regularly visited,BBC News,0.442130649891672
Digital,Sites regularly visited,BBC Sport,0.238182059867525
Digital,Sites regularly visited,Boots.com,0.142094557255399
Digital,Sites regularly visited,comparethemarket.com,0.117583919913636
Digital,Sites regularly visited,Confused.com,0.0402162295258707
Digital,Sites regularly visited,Currys,0.0657773218726418
Digital,Sites regularly visited,Direct.gov.uk ,0.132138625436753
Digital,Sites regularly visited,Etsy,0.129163323554565
Digital,Sites regularly visited,Ikea.com,0.0892652538568358
Digital,Sites regularly visited,Internet Movie Database (IMDb),0.0718913711568672
Digital,Sites regularly visited,johnlewis.com,0.158552110831872
Digital,Sites regularly visited,JustEat,0.101306914777155
Digital,Sites regularly visited,Lastminute.com,0.0306035686268028
Digital,Sites regularly visited,Marks and Spencer,0.21974052643469
Digital,Sites regularly visited,Microsoft,0.126561756386946
Digital,Sites regularly visited,Moneysavingexpert.com,0.255400808661917
Digital,Sites regularly visited,Moneysupermarket.com,0.112594893546002
Digital,Sites regularly visited,Mumsnet,0.0367485269778844
Digital,Sites regularly visited,National Lottery,0.157429147215702
Digital,Sites regularly visited,NHS.uk (NHS Choices),0.133299121959158
Digital,Sites regularly visited,Notonthehighstreet.com,0.0397712969165505
Digital,Sites regularly visited,Premierleague.com,0.0768623467763773
Digital,Sites regularly visited,rightmove.co.uk,0.15396278497942
Digital,Sites regularly visited,Sky News,0.13536756591162
Digital,Sites regularly visited,Sky Sports,0.121318806382572
Digital,Sites regularly visited,TheLadBible,0.0369136222479482
Digital,Sites regularly visited,Ticketmaster,0.076119224899094
Digital,Sites regularly visited,Twitch.TV,0.0167827011798545
Digital,Sites regularly visited,very.co.uk,0.0334910704029029
Digital,Sites regularly visited,WikiHow,0.0258109548034251
Digital,Sites regularly visited,zoopla.co.uk,0.0692681951691954
Media Habits,Overall Social Media Activity,"Sometimes, less than monthly",0.0350424959063568
Media Habits,Overall Social Media Activity,"Monthly, less than weekly",0.0598774953788774
Media Habits,Overall Social Media Activity,1 - 6 days per week,0.154377059005847
Media Habits,Overall Social Media Activity,Daily,0.581253584571851
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Shares / uploads,0.199205025474996
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Uploads original content,0.115350825908353
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Reads ratings / reviews,0.266045023390353
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Posts ratings / reviews,0.104686885918737
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Takes part in groups / forums,0.136720924238368
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Reads blogs,0.180983681783772
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Comments on blogs [has ever],0.469091750312613
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Creates own blogs [has ever],0.215282737028111
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Manages own website [has ever],0.207710568155196
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Instant messaging,0.784350970878033
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),1-1 video calling (e.g. Skype),0.339836580975943
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Group video calling (e.g. Skype),0.214137605790514
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Blogger,0.0497479352199895
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Bumble,0.0540553195890361
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Email,0.876233952883888
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Facebook,0.676195579923481
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Facebook Messenger,0.406991477188949
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Flickr,0.0459843038664773
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Instagram,0.443608879842319
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),LinkedIn,0.185362490205472
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Pinterest,0.128696590318394
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Reddit,0.122211414926713
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Skype,0.0711898028307859
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Snapchat,0.203618391696881
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),TikTok,0.218818725446246
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Tinder,0.0663327468319103
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Tumblr,0.0529630753199574
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),WeChat,0.0450684650191235
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),WhatsApp,0.739759732237367
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),X (was Twitter),0.290557824625398
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",Netflix,0.547362965607205
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",Amazon Prime,0.38148339404844
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",Apple TV,0.102441134234823
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",Disney+,0.263057477834094
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",All 4,0.19501343223883
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",BBC iPlayer,0.455160762206798
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",BT Sport,0.130644826787867
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",Demand Five,0.08579228566565
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",Fire TV,0.127951900410294
