Category,Question,Answer,Value
Transport,Car type,Main car uses: Mild hybrid (i.e. engine and electric motor power the car and can't be used independently of each other),0.045975627954241
Transport,Car type,"Main car uses: Full hybrid (i.e. engine and electric motor power the car, either simultaneously or independently)",0.0413871435987973
Transport,Car type,Main car uses: Plug-in hybrid (i.e. engine and electric motor power the car that charges using a plug - in),0.0284412495652856
Transport,Car type,Main car uses: Electric,0.066742328691234
Transport,Car type,Main car uses: Other alternative fuels,0.00800664427904533
Transport,Mileage,"Yearly mileage: 0 - 5,000 miles",0.425177128606489
Transport,Mileage,"Yearly mileage: 5,000 - 10,000 miles",0.166069637608509
Transport,Mileage,"Yearly mileage: 10,000+ miles",0.121372850197867
Finance,Household Annual Gross Income,"£0 - £20,000",0.075587278371858
Finance,Household Annual Gross Income,"£20,000 - £40,000",0.172616900884002
Finance,Household Annual Gross Income,"£40,000 - £60,000",0.183409412653831
Finance,Household Annual Gross Income,"£60,000 - £80,000",0.126484097362615
Finance,Household Annual Gross Income,"£80,000 - £100,000",0.108995002462763
Finance,Household Annual Gross Income,"£100,000+",0.332907308264928
Finance,Household Annual Gross Income,Average (Mean) Household Income,86193.7445692991
Finance,Disposable Income,Income after Income tax and National Insurance,62061.748183122705
Finance,Disposable Income,Disposable Income after all modelled outgoings,28210.1655503687
Finance,Outgoings,"Income tax, NI",24131.9961864271
Finance,Outgoings,"Mortgage, social rent, private rent",16444.0551169887
Finance,Outgoings,"Council tax, utilities, water, structure insurance, NI domestic rates",4760.76271814099
Finance,Outgoings,Food,5517.84524941336
Finance,Outgoings,Clothing,2223.07716164777
Finance,Outgoings,Childcare,923.191867938569
Finance,Outgoings,Student loans,876.150826630204
Finance,Outgoings,Pension,2369.78143705112
Finance,Outgoings,Travel to work,736.736785133118
Finance,Outgoings,Total Expenditure,715.264927258965
Finance,Outgoings,> Food and non-alcoholic beverages,95.1782196301199
Finance,Outgoings,> Alcoholic beverages (off-sales),14.2372247867178
Finance,Outgoings,> Tobacco,0.108184897863106
Finance,Outgoings,> Clothing and footwear,20.0625234716094
Finance,Outgoings,"> Housing, water, electricity, gas and other fuels",125.207101312312
Finance,Outgoings,"> Furnishings, household equipment and routine maintenance",41.5548783774809
Finance,Outgoings,> Health,17.8744294918714
Finance,Outgoings,> Transport,75.5147529700271
Finance,Outgoings,> Communication,21.3182978058455
Finance,Outgoings,> Recreation and Culture,80.0610030776817
Finance,Outgoings,> Education,74.8308508590398
Finance,Outgoings,> Restaurants and hotels,68.663333968458
Finance,Outgoings,> Miscellaneous goods and services,80.6541266099374
Finance,Outgoings,Total Online Expenditure,72.975221933419
Finance,Financial Attitudes,I don't like the idea of being in debt,0.423471076424604
Finance,Financial Attitudes,I am very good at managing money,0.564311976215716
Finance,Financial Attitudes,It is important to be well insured for everything,0.155921701240193
Finance,Financial Attitudes,Financial security after retirement is your own responsibility,0.637214408701515
Finance,Financial Attitudes,Switching utilities suppliers is well worth the effort,0.331982759860422
Finance,Financial Attitudes,I like to use cash when making purchases,0.398644400053466
Finance,Financial Attitudes,I do not make financial decisions without talking to a professional,0.281348578013044
Finance,Financial Attitudes,I do not mind taking risks with my money,0.437862706347798
Finance,Financial Attitudes,I am always careful that my personal details are not public,0.785034603949426
Finance,Financial Attitudes,I love the ease of using chat bots to get answers,0.34531750602943
Finance,Financial Attitudes,I hate having to go to the branch of my bank or building society,0.487746674651447
Finance,Financial Attitudes,I am happy to use the phone to carry out day to day banking transactions,0.803207488880515
Finance,Financial Attitudes,I trust financial price comparison sites,0.598650840364845
Finance,Financial Attitudes,I am likely to use financial price comparison sites in the future,0.670264403992913
Finance,Financial Attitudes,I would be happy to use the Internet to carry out day to day banking transactions,0.874428736674656
Finance,Financial Attitudes,I regularly read the financial pages in the papers,0.7072613558344
Finance,Financial Attitudes,I hate to borrow - I would much rather save up in advance,0.749327849833775
Finance,Financial Attitudes,I only save for a specific purpose,0.349261963869264
Finance,Benefits,Income support,0.0054309819883496
Finance,Benefits,Job seeker's allowance,0.00343229022244901
Finance,Benefits,Child benefit,0.0558778038320731
Finance,Benefits,Universal credit,0.0105013393837404
Finance,Financial Situation,Saving a lot,0.200260262501331
Finance,Financial Situation,Saving a little,0.497568782640144
Finance,Financial Situation,Just managing to make ends meet,0.187211156664336
Finance,Financial Situation,Drawing on savings or running into debt,0.114959798194187
Finance,Contactless,"Uses contactless payments on card, smartphone, or wearable device",0.812016812174888
Finance,Credit Cards,Has credit card,0.703705835924498
Finance,Credit Cards,Has 2+ credit cards,0.406697596707777
Finance,Credit Cards,Spent £500+ in last month on a credit card,0.352466503284094
Finance,Credit Cards,Uses credit card 6+ times per month,0.41164123214385
Finance,Credit Cards,Usually makes minimum payment on card,0.136653463222023
Finance,Credit Cards,Always pays credit card balance in full,0.514723687574373
Finance,"Current account, Savings and Investments",Has current account,0.987422415908453
Finance,"Current account, Savings and Investments",Has commoditised financial product,0.945752865563989
Finance,"Current account, Savings and Investments",Has considered financial product,0.826230905204171
Finance,"Current account, Savings and Investments",Has a buy-to-let property or property development projects,0.124796188270312
Finance,"Current account, Savings and Investments",Has instant access account,0.516254871366087
Finance,"Current account, Savings and Investments",Has Cash ISA,0.277028443617087
Finance,"Current account, Savings and Investments",Has a Help to Buy ISA,0.0130702735190778
Finance,"Current account, Savings and Investments",Has Stocks and Shares ISA,0.297881349845675
Finance,"Current account, Savings and Investments",Has Unit Trusts,0.0458631660814688
Finance,"Current account, Savings and Investments",Has stocks and shares,0.223438780499416
Finance,"Current account, Savings and Investments",Has investment bonds,0.0915418926225177
Finance,"Current account, Savings and Investments",Has a National Savings product,0.25475077423793
Finance,"Current account, Savings and Investments",Has savings account,0.731676341919587
Finance,"Current account, Savings and Investments",Savings value £1 - £500,0.0567439005792991
Finance,"Current account, Savings and Investments","Savings value £500 - £2,500",0.0719607095026758
Finance,"Current account, Savings and Investments","Savings value £2,500 - £10,000",0.120220823649654
Finance,"Current account, Savings and Investments","Savings value £10,000+",0.482750908187957
Finance,"Current account, Savings and Investments",Has investments,0.471774846491106
Finance,"Current account, Savings and Investments","Value of investments £25,000+",0.273129330924828
Finance,Loans,Has loan,0.193816623601228
Finance,Loans,Has unsecured loan,0.0745108173495278
Finance,Loans,Has 2+ loans,0.0926672461023955
Finance,Loans,"Unsecured debt greater than £15,000",0.017534152512133
Finance,Mortgage,Has a mortgage,0.257686195249944
Finance,Mortgage,Has mortgage more than 10 years old,0.0461402747419299
Finance,Mortgage,Has endowment mortgage,0.0095980683719602
Finance,Mortgage,Has repayment mortgage,0.164658161014618
Finance,Mortgage,Has offset mortgage,0.0336200609400659
Finance,Mortgage,Re-mortgaged with different lender,0.0375174094845456
Finance,Mortgage,Re-mortgaged with same lender,0.0426930530628196
Finance,Mortgage,Has mortgage on property other than currently live in,0.0360243849971762
Finance,Mortgage,Has mortgage on more than one property,0.0230116992457518
Finance,Insurance and Pensions,Has Life Assurance,0.480318091327716
Finance,Insurance and Pensions,Has life protection policy,0.340791279069374
Finance,Insurance and Pensions,Has pension scheme,0.509635405330769
Finance,Insurance and Pensions,Has pension scheme organised through company,0.380354298911265
Finance,Insurance and Pensions,Has pension scheme organised personally,0.129281106419503
Finance,Insurance and Pensions,Plans to use other investments for retirement,0.149899205661409
Finance,Insurance and Pensions,Has PMI (private medical insurance),0.296651739754692
Finance,Insurance and Pensions,Has PMI - pay all personally,0.144010486846352
Finance,Insurance and Pensions,Has PMI - employer pays part or all,0.0890336317071836
Finance,Insurance and Pensions,Has PMI - is covered by a family member,0.0636076212011571
Finance,Insurance and Pensions,"Other health insurance (personal accident, hospital cash, health scheme)",0.230861861217411
Financial Channel,Arrange current account,In branch or other face to face,0.108701995019213
Financial Channel,Arrange current account,Online,0.203565101003196
Financial Channel,Arrange current account,By phone,0.0866994408965709
Financial Channel,Arrange current account,By post,0.037847512230948
Financial Channel,Arrange current account,Used price comparison site,0.0376657019521874
Financial Channel,Arrange commoditised financial product,In branch or other face to face,0.233454860905103
Financial Channel,Arrange commoditised financial product,Online,0.552751835724195
Financial Channel,Arrange commoditised financial product,By phone,0.308249006359189
Financial Channel,Arrange commoditised financial product,By post,0.0778578339337173
Financial Channel,Arrange commoditised financial product,Used price comparison site,0.210846068159391
Financial Channel,Arrange mortgage,In branch or other face to face,0.141865808803896
Financial Channel,Arrange mortgage,Online,0.20416410605434
Financial Channel,Arrange mortgage,By phone,0.123670062495749
Financial Channel,Arrange mortgage,By post,0.0278510911107065
Financial Channel,Arrange mortgage,Used price comparison site,0.0435090100240231
Financial Channel,Arrange mortgage,Used IFA,0.006060774001051
Financial Channel,Manage current account,In branch,0.48706835973798
Financial Channel,Manage current account,Online,0.805931704889979
Financial Channel,Manage current account,Online mobile,0.773311035980106
Financial Channel,Manage current account,Online at home or work,0.644327688654264
Financial Channel,Manage current account,By phone,0.177745398713695
Financial Channel,Manage current account,By post,0.128886907050736
Financial Channel,Manage savings account,In branch,0.146279613620342
Financial Channel,Manage savings account,Online,0.534673324427675
Financial Channel,Manage savings account,Online mobile,0.49606113232903
Financial Channel,Manage savings account,Online at home or work,0.354801666687474
Financial Channel,Manage savings account,By phone,0.222817492810789
Financial Channel,Manage savings account,By post,0.0836994573085693
Financial Channel,Actively manage current account,In branch,0.0426951371020266
Financial Channel,Actively manage current account,Online,0.539796557693669
Financial Channel,Actively manage current account,Online mobile,0.49748523813881
Financial Channel,Actively manage current account,Online at home or work,0.22062180405252
Financial Channel,Actively manage current account,By phone,0.0300854452760906
Internet,Internet Access: Overall,Used the internet in the last month,0.995150858356924
Internet,Internet Access: Overall,Never used the internet,0.00287796639775981
Digital,Internet Access: Usage in Last Week,Not at all,0.0222212920292044
Digital,Internet Access: Usage in Last Week,Less than 2 hours,0.0361659794235807
Digital,Internet Access: Usage in Last Week,3 - 7 hours,0.162676320979881
Digital,Internet Access: Usage in Last Week,8 - 19 hours,0.247823014103148
Digital,Internet Access: Usage in Last Week,20+ hours,0.531113393464184
Digital,Digital Attitudes,I am worried that any personal information I enter online will not remain secure,0.622280953608725
Digital,Digital Attitudes,"Computers confuse me, I'll never get used to them",0.298632978492459
Digital,Digital Attitudes,I love to buy new gadgets and appliances,0.397329523976111
Digital,Digital Attitudes,Shopping online makes my life easier,0.265398897080479
Devices,Mobile phone,Has mobile,0.926981945995608
Devices,Mobile phone,Has smartphone,0.871203913134102
Devices,Technology at Home,Has tablet,0.520799557795474
Devices,Technology at Home,Has a smartwatch or fitness band,0.270456801891479
Digital,Online activity (one or more times per week),Book Travel / Holiday,0.284618912273327
Digital,Online activity (one or more times per week),Gambling / Betting,0.338133183382504
Digital,Online activity (one or more times per week),Manage my personal finances / bank account,0.729693466375258
Digital,Online activity (one or more times per week),Online auctions (e.g. eBay),0.330018195165707
Digital,Online activity (one or more times per week),Online shopping,0.538445857592434
Digital,Online activity (one or more times per week),Source info on products / services online,0.717253992662715
Digital,Online activity (one or more times per week),Use a search engine (e.g. Google),0.914248375934864
Digital,Researched the last purchase online before buying,Alcoholic drinks,0.429547962882079
Digital,Researched the last purchase online before buying,Beauty / personal grooming,0.497009739820149
Digital,Researched the last purchase online before buying,Cars / automotive ,0.29875361609302997
Digital,Researched the last purchase online before buying,Children products ,0.308437707085148
Digital,Researched the last purchase online before buying,"Consumer technology (e.g. tablets, laptops, smartphones, smart watches) ",0.637108047000775
Digital,Researched the last purchase online before buying,"Entertainment tickets (e.g. movie, theater, festivals, sporting events) ",0.632624592047094
Digital,Researched the last purchase online before buying,Fashion / clothing ,0.539616263692879
Digital,Researched the last purchase online before buying,"Gaming (e.g. consoles, PC, online) ",0.399386281474451
Digital,Researched the last purchase online before buying,Groceries / household items ,0.402034868545955
Digital,Researched the last purchase online before buying,Holiday / travel ,0.727560562350974
Digital,Researched the last purchase online before buying,Home appliances ,0.564650167385065
Digital,Researched the last purchase online before buying,Luxury goods and services ,0.478194708421518
Digital,Researched the last purchase online before buying,"Music (e.g. downloads, streaming, CDs) ",0.506095139622752
Digital,Researched the last purchase online before buying,Personal finance / banking,0.544434825456167
Digital,Researched the last purchase online before buying,Pet care ,0.281289993043804
Digital,Bought the last purchase online using any device,Alcoholic drinks,0.262178240166713
Digital,Bought the last purchase online using any device,Beauty / personal grooming,0.376897056387082
Digital,Bought the last purchase online using any device,Cars / automotive ,0.257646193811801
Digital,Bought the last purchase online using any device,Children products ,0.334138598572808
Digital,Bought the last purchase online using any device,"Consumer technology (e.g. tablets, laptops, smartphones, smart watches) ",0.506956062485932
Digital,Bought the last purchase online using any device,"Entertainment tickets (e.g. movie, theater, festivals, sporting events) ",0.593906566924242
Digital,Bought the last purchase online using any device,Fashion / clothing ,0.508434743861848
Digital,Bought the last purchase online using any device,"Gaming (e.g. consoles, PC, online) ",0.406672956370842
Digital,Bought the last purchase online using any device,Groceries / household items ,0.288069129736673
Digital,Bought the last purchase online using any device,Holiday / travel ,0.723815212216382
Digital,Bought the last purchase online using any device,Home appliances ,0.559508145544401
Digital,Bought the last purchase online using any device,Luxury goods and services ,0.4596148298795
Digital,Bought the last purchase online using any device,"Music (e.g. downloads, streaming, CDs) ",0.477359536139626
Digital,Bought the last purchase online using any device,Personal finance / banking,0.591313111752816
Digital,Bought the last purchase online using any device,Pet care ,0.343295375451189
Digital,Sites regularly visited,Amazon.co.uk,0.617731047251598
Digital,Sites regularly visited,Google,0.525610374627648
Digital,Sites regularly visited,Wikipedia,0.267517962119073
Digital,Sites regularly visited,Yahoo!,0.11484469747748
Digital,Sites regularly visited,airbnb,0.0955481396747009
Digital,Sites regularly visited,Asos.com,0.0639837358216749
Digital,Sites regularly visited,Bing,0.0493662738008543
Digital,Sites regularly visited,Buzzfeed,0.0370296259968114
Digital,Sites regularly visited,Ebay,0.292148108192309
Digital,Sites regularly visited,Expedia.co.uk,0.151018198258576
Digital,Sites regularly visited,Gmail,0.356450672044018
Digital,Sites regularly visited,Groupon,0.128247776512639
Digital,Sites regularly visited,MSN,0.0378009946682923
Digital,Sites regularly visited,Spotify,0.264079434724506
Digital,Sites regularly visited,TripAdvisor,0.153091687658384
Digital,Sites regularly visited,Vice.com,0.0521762329416916
Digital,Sites regularly visited,Bet365.com,0.0660365191935227
Digital,Sites regularly visited,SoundCloud,0.0987765812195802
Digital,Sites regularly visited,Hotels.com,0.0570965179397796
Digital,Sites regularly visited,Argos,0.133420940811756
Digital,Sites regularly visited,Audible (Amazon eBooks),0.0669938042427093
Digital,Sites regularly visited,Auto Trader,0.0116189530172734
Digital,Sites regularly visited,BBC Good Food,0.152716887602407
Digital,Sites regularly visited,BBC News,0.428781045141291
Digital,Sites regularly visited,BBC Sport,0.209227453373859
Digital,Sites regularly visited,Boots.com,0.136015466737825
Digital,Sites regularly visited,comparethemarket.com,0.101952188867542
Digital,Sites regularly visited,Confused.com,0.051458584498992
Digital,Sites regularly visited,Currys,0.0982668584194634
Digital,Sites regularly visited,Direct.gov.uk ,0.115752432520962
Digital,Sites regularly visited,Etsy,0.123281894755282
Digital,Sites regularly visited,Ikea.com,0.153570901802893
Digital,Sites regularly visited,Internet Movie Database (IMDb),0.105744293642067
Digital,Sites regularly visited,johnlewis.com,0.154217323122994
Digital,Sites regularly visited,JustEat,0.167025361189406
Digital,Sites regularly visited,Lastminute.com,0.0556528351186153
Digital,Sites regularly visited,Marks and Spencer,0.202222881786328
Digital,Sites regularly visited,Microsoft,0.0821286494859087
Digital,Sites regularly visited,Moneysavingexpert.com,0.269409658923555
Digital,Sites regularly visited,Moneysupermarket.com,0.155746938337568
Digital,Sites regularly visited,Mumsnet,0.0410315379126846
Digital,Sites regularly visited,National Lottery,0.136781612611628
Digital,Sites regularly visited,NHS.uk (NHS Choices),0.112593112958455
Digital,Sites regularly visited,Notonthehighstreet.com,0.0468087067363966
Digital,Sites regularly visited,Premierleague.com,0.11241351386509
Digital,Sites regularly visited,rightmove.co.uk,0.10547843422798
Digital,Sites regularly visited,Sky News,0.129489650142862
Digital,Sites regularly visited,Sky Sports,0.107282347932251
Digital,Sites regularly visited,TheLadBible,0.041845326290133
Digital,Sites regularly visited,Ticketmaster,0.0934246822288166
Digital,Sites regularly visited,Twitch.TV,0.0258475896309032
Digital,Sites regularly visited,very.co.uk,0.0442623709926279
Digital,Sites regularly visited,WikiHow,0.0468455124329581
Digital,Sites regularly visited,zoopla.co.uk,0.145825258994904
Media Habits,Overall Social Media Activity,"Sometimes, less than monthly",0.0473729060262544
Media Habits,Overall Social Media Activity,"Monthly, less than weekly",0.117586524631059
Media Habits,Overall Social Media Activity,1 - 6 days per week,0.256447063337409
Media Habits,Overall Social Media Activity,Daily,0.477959128322689
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Shares / uploads,0.50217952242885
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Uploads original content,0.353019155737972
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Reads ratings / reviews,0.471345610088129
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Posts ratings / reviews,0.303563015371345
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Takes part in groups / forums,0.391404000102524
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Reads blogs,0.525224681027688
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Comments on blogs [has ever],0.64672126016444
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Creates own blogs [has ever],0.526347592610847
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Manages own website [has ever],0.467972185317123
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Instant messaging,0.867818500207731
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),1-1 video calling (e.g. Skype),0.511647430173637
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Group video calling (e.g. Skype),0.413885927249293
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Blogger,0.248558927964866
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Bumble,0.198059671704425
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Email,0.924889364635364
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Facebook,0.685227103603562
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Facebook Messenger,0.534254820026431
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Flickr,0.22125108502719
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Instagram,0.6697853431579
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),LinkedIn,0.389887208778632
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Pinterest,0.300911383810027
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Reddit,0.282772180020343
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Skype,0.214288861140382
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Snapchat,0.322355226258236
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),TikTok,0.422462161869963
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Tinder,0.22549057520665
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Tumblr,0.230726819131894
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),WeChat,0.265564967632725
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),WhatsApp,0.772879153979184
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),X (was Twitter),0.665083751630025
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",Netflix,0.67089496559106
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",Amazon Prime,0.586000105480146
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",Apple TV,0.286089913413794
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",Disney+,0.381617434093504
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",All 4,0.392587647488257
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",BBC iPlayer,0.532591681324803
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",BT Sport,0.353683266564665
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",Demand Five,0.257183283007615
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",Fire TV,0.27687797270682
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",ITVX/ITV Hub,0.38400734186424
