Category,Question,Answer,Value
Family,Structure,"Couple, no children",0.231127640423105
Family,Structure,Couple with children,0.182773601626362
Family,Structure,"Other: two or more adults, may include a couple, may have children",0.380031908485884
Family,Number of Children by Age,Children aged 0 - 5: 0,0.891603185072459
Family,Number of Children by Age,Children aged 0 - 5: 1,0.0776482631229122
Family,Number of Children by Age,Children aged 0 - 5: 2+,0.0307485518046286
Family,Number of Children by Age,Children aged 6 - 15: 0,0.742758398863351
Family,Number of Children by Age,Children aged 6 - 15: 1,0.150585866189677
Family,Number of Children by Age,Children aged 6 - 15: 2+,0.106655734946971
Family,Children in household,Children at home: 0,0.672667581521271
Family,Children in household,Children at home: 1,0.164262077971758
Family,Children in household,Children at home: 2,0.106646169489792
Family,Children in household,Children at home: 3+,0.0564241710171779
Family,Household Size,Household size: 1 person,0.186413389923985
Family,Household Size,Household size: 2 persons,0.373119811246981
Family,Household Size,Household size: 3 - 4 persons,0.357293785584006
Family,Household Size,Household size: 5+ persons,0.0831730132450263
Economy,NS SEC (% of people in employment),"Higher managerial, administrative and professional occupations",0.0597626711393951
Economy,NS SEC (% of people in employment),"Lower managerial, administrative and professional occupations",0.227265285635192
Economy,NS SEC (% of people in employment),Intermediate occupations,0.135361966901519
Economy,NS SEC (% of people in employment),Small employers and own account workers,0.090045956223871
Economy,NS SEC (% of people in employment),Lower supervisory and technical occupations,0.094520831493126
Economy,NS SEC (% of people in employment),Semi-routine occupations,0.235320599396975
Economy,NS SEC (% of people in employment),Routine occupations,0.15772268920992
Economy,Social Grade,A,0.0188941402126878
Economy,Social Grade,B,0.143252868124814
Economy,Social Grade,C1,0.273869970964606
Economy,Social Grade,C2,0.2344354132031
Economy,Social Grade,D,0.182153856991476
Economy,Social Grade,E,0.147393750503315
Economy,Occupation,Director / managerial,0.0317289314190743
Economy,Occupation,Professional,0.163743777350934
Economy,Occupation,Looking after home,0.190918804577035
Economy,Occupation,Office worker,0.0535006400551723
Economy,Occupation,Retired,0.136123872505549
Economy,Occupation,Self employed,0.0486242107159208
Economy,Occupation,Shop worker,0.114408878092326
Economy,Occupation,Skilled / manual worker,0.172932454619317
Economy,Occupation,Student,0.0481715371767861
Economy,Occupation,Unemployed,0.0398468934878825
Education,Highest Level of Qualifications (Adults),Degree or higher degree,0.136059647186471
Education,Highest Level of Qualifications (Adults),Higher education below degree level,0.1084879491007
Education,Highest Level of Qualifications (Adults),A-levels / AS-levels or Highers,0.0874912367992786
Education,Highest Level of Qualifications (Adults),GCSE / O-levels / CSE / School Certificate,0.371848632292051
Education,Highest Level of Qualifications (Adults),None of the above,0.296112534621497
Transport,Travel To Work (% of Workers),Train / tube / tram,0.0136580812664408
Transport,Travel To Work (% of Workers),Car / van / motorbike (driver or passenger),0.704142608902894
Transport,Travel To Work (% of Workers),Bus / minibus / coach,0.0882624403917551
Transport,Travel To Work (% of Workers),Bicycle,0.0362633489808328
Transport,Travel To Work (% of Workers),On foot,0.128774322409946
Transport,Travel To Work (% of Workers),Other (inc taxi / minicab),0.0118687221659551
Transport,Travel To Work (% of Workers),Works mainly from home,0.0170304758821754
Transport,Car Ownership,Number of cars: 0,0.244826830456808
Transport,Car Ownership,Number of cars: 1,0.53897335699497
Transport,Car Ownership,Number of cars: 2,0.180992537251141
Transport,Car Ownership,Number of cars: 3+,0.0352072752970795
Transport,Car Ownership,Less than 3 years old,0.0946472575403584
Transport,Car type,Main car: Company car,0.00821499129545734
Transport,Car type,Main car: Privately owned,0.746958178247734
Transport,Car type,Main car class: Saloon,0.0896576533708969
Transport,Car type,Main car class: Hatchback,0.410260353982778
Transport,Car type,Main car class: Estate,0.0758290401974834
Transport,Car type,Main car class: Luxury,0.0284318810916397
Transport,Car type,Main car class: Other,0.150994240900393
Transport,Car type,Bought main car new,0.160963444904372
Transport,Car type,Bought main car used,0.594209724638818
Transport,Car type,Main car uses: Traditional fuel,0.687121329144657
Transport,Car type,Main car uses: Mild hybrid (i.e. engine and electric motor power the car and can't be used independently of each other),0.0147262217105509
Transport,Car type,"Main car uses: Full hybrid (i.e. engine and electric motor power the car, either simultaneously or independently)",0.0265273414620566
Transport,Car type,Main car uses: Plug-in hybrid (i.e. engine and electric motor power the car that charges using a plug - in),0.00685134582247582
Transport,Car type,Main car uses: Electric,0.0179663080514824
Transport,Car type,Main car uses: Other alternative fuels,0.00198062335196798
Transport,Mileage,"Yearly mileage: 0 - 5,000 miles",0.450857288253983
Transport,Mileage,"Yearly mileage: 5,000 - 10,000 miles",0.207120466944817
Transport,Mileage,"Yearly mileage: 10,000+ miles",0.0971954143443904
Finance,Household Annual Gross Income,"£0 - £20,000",0.211152600257829
Finance,Household Annual Gross Income,"£20,000 - £40,000",0.381518580787585
Finance,Household Annual Gross Income,"£40,000 - £60,000",0.214642880576309
Finance,Household Annual Gross Income,"£60,000 - £80,000",0.138068552581675
Finance,Household Annual Gross Income,"£80,000 - £100,000",0.0275874177074689
Finance,Household Annual Gross Income,"£100,000+",0.0270299680891314
Finance,Household Annual Gross Income,Average (Mean) Household Income,39646.0847039166
Finance,Disposable Income,Income after Income tax and National Insurance,33161.1643112289
Finance,Disposable Income,Disposable Income after all modelled outgoings,16370.372528419502
Finance,Outgoings,"Income tax, NI",6484.92014075441
Finance,Outgoings,"Mortgage, social rent, private rent",4508.70431399511
Finance,Outgoings,"Council tax, utilities, water, structure insurance, NI domestic rates",2583.01880582167
Finance,Outgoings,Food,5328.26759430173
Finance,Outgoings,Clothing,1345.71972064557
Finance,Outgoings,Childcare,1137.9672464053301
Finance,Outgoings,Student loans,99.066811800816
Finance,Outgoings,Pension,1066.3881717884701
Finance,Outgoings,Travel to work,721.670326272561
Finance,Outgoings,Total Expenditure,361.687312264107
Finance,Outgoings,> Food and non-alcoholic beverages,57.8488627257523
Finance,Outgoings,> Alcoholic beverages (off-sales),9.64580736556573
Finance,Outgoings,> Tobacco,4.35085046592418
Finance,Outgoings,> Clothing and footwear,15.2640344304135
Finance,Outgoings,"> Housing, water, electricity, gas and other fuels",76.6396078053416
Finance,Outgoings,"> Furnishings, household equipment and routine maintenance",31.7099775200136
Finance,Outgoings,> Health,3.7656031024175
Finance,Outgoings,> Transport,51.7681046971333
Finance,Outgoings,> Communication,21.4525619316213
Finance,Outgoings,> Recreation and Culture,37.6618272323769
Finance,Outgoings,> Education,3.85532883417163
Finance,Outgoings,> Restaurants and hotels,18.807175464923
Finance,Outgoings,> Miscellaneous goods and services,28.9175706884528
Finance,Outgoings,Total Online Expenditure,18.0529911203044
Finance,Financial Attitudes,I don't like the idea of being in debt,0.42014657669932
Finance,Financial Attitudes,I am very good at managing money,0.514540598865529
Finance,Financial Attitudes,It is important to be well insured for everything,0.126854007462968
Finance,Financial Attitudes,Financial security after retirement is your own responsibility,0.510197119925496
Finance,Financial Attitudes,Switching utilities suppliers is well worth the effort,0.328333692737318
Finance,Financial Attitudes,I like to use cash when making purchases,0.418706245579047
Finance,Financial Attitudes,I do not make financial decisions without talking to a professional,0.185589467987735
Finance,Financial Attitudes,I do not mind taking risks with my money,0.20302400788141
Finance,Financial Attitudes,I am always careful that my personal details are not public,0.789489810549945
Finance,Financial Attitudes,I love the ease of using chat bots to get answers,0.26850719560672
Finance,Financial Attitudes,I hate having to go to the branch of my bank or building society,0.483535287986214
Finance,Financial Attitudes,I am happy to use the phone to carry out day to day banking transactions,0.767773610815816
Finance,Financial Attitudes,I trust financial price comparison sites,0.515532243726873
Finance,Financial Attitudes,I am likely to use financial price comparison sites in the future,0.612076262248918
Finance,Financial Attitudes,I would be happy to use the Internet to carry out day to day banking transactions,0.864538453248207
Finance,Financial Attitudes,I regularly read the financial pages in the papers,0.426386588728778
Finance,Financial Attitudes,I hate to borrow - I would much rather save up in advance,0.731481837950594
Finance,Financial Attitudes,I only save for a specific purpose,0.38265484680553
Finance,Benefits,Income support,0.0149044467457645
Finance,Benefits,Job seeker's allowance,0.00809919230054339
Finance,Benefits,Child benefit,0.183252457190152
Finance,Benefits,Universal credit,0.0692911634168488
Finance,Financial Situation,Saving a lot,0.0989171279217702
Finance,Financial Situation,Saving a little,0.428858155795041
Finance,Financial Situation,Just managing to make ends meet,0.348184865748726
Finance,Financial Situation,Drawing on savings or running into debt,0.124039850534462
Finance,Contactless,"Uses contactless payments on card, smartphone, or wearable device",0.828204852745292
Finance,Credit Cards,Has credit card,0.534574554322889
Finance,Credit Cards,Has 2+ credit cards,0.2400551051482
Finance,Credit Cards,Spent £500+ in last month on a credit card,0.118346073901587
Finance,Credit Cards,Uses credit card 6+ times per month,0.174456467635087
Finance,Credit Cards,Usually makes minimum payment on card,0.14546303590932
Finance,Credit Cards,Always pays credit card balance in full,0.300276544404042
Finance,"Current account, Savings and Investments",Has current account,0.981394618384418
Finance,"Current account, Savings and Investments",Has commoditised financial product,0.92235618289911
Finance,"Current account, Savings and Investments",Has considered financial product,0.712157145851745
Finance,"Current account, Savings and Investments",Has a buy-to-let property or property development projects,0.034622207791202
Finance,"Current account, Savings and Investments",Has instant access account,0.40252608332534
Finance,"Current account, Savings and Investments",Has Cash ISA,0.19512639244557
Finance,"Current account, Savings and Investments",Has a Help to Buy ISA,0.0179283414438677
Finance,"Current account, Savings and Investments",Has Stocks and Shares ISA,0.111732329852056
Finance,"Current account, Savings and Investments",Has Unit Trusts,0.00854046175190197
Finance,"Current account, Savings and Investments",Has stocks and shares,0.0746506515518144
Finance,"Current account, Savings and Investments",Has investment bonds,0.0193141326750625
Finance,"Current account, Savings and Investments",Has a National Savings product,0.127623269929548
Finance,"Current account, Savings and Investments",Has savings account,0.569058818392438
Finance,"Current account, Savings and Investments",Savings value £1 - £500,0.148626115903433
Finance,"Current account, Savings and Investments","Savings value £500 - £2,500",0.111860771830724
Finance,"Current account, Savings and Investments","Savings value £2,500 - £10,000",0.126245451541725
Finance,"Current account, Savings and Investments","Savings value £10,000+",0.182326479116554
Finance,"Current account, Savings and Investments",Has investments,0.184194920354361
Finance,"Current account, Savings and Investments","Value of investments £25,000+",0.0465924221040502
Finance,Loans,Has loan,0.224116811631793
Finance,Loans,Has unsecured loan,0.10777508157889
Finance,Loans,Has 2+ loans,0.0852791591649455
Finance,Loans,"Unsecured debt greater than £15,000",0.0173587249883878
Finance,Mortgage,Has a mortgage,0.246076784701818
Finance,Mortgage,Has mortgage more than 10 years old,0.0530511299547099
Finance,Mortgage,Has endowment mortgage,0.00600395711922959
Finance,Mortgage,Has repayment mortgage,0.206119274435192
Finance,Mortgage,Has offset mortgage,0.0167210896965513
Finance,Mortgage,Re-mortgaged with different lender,0.029637080345865
Finance,Mortgage,Re-mortgaged with same lender,0.0412524421817074
Finance,Mortgage,Has mortgage on property other than currently live in,0.0122004440369226
Finance,Mortgage,Has mortgage on more than one property,0.00549839521863399
Finance,Insurance and Pensions,Has Life Assurance,0.403226858876431
Finance,Insurance and Pensions,Has life protection policy,0.285446895753811
Finance,Insurance and Pensions,Has pension scheme,0.445720889439694
Finance,Insurance and Pensions,Has pension scheme organised through company,0.370443335716719
Finance,Insurance and Pensions,Has pension scheme organised personally,0.0752775537229744
Finance,Insurance and Pensions,Plans to use other investments for retirement,0.0918333598132089
Finance,Insurance and Pensions,Has PMI (private medical insurance),0.0700956056547312
Finance,Insurance and Pensions,Has PMI - pay all personally,0.0225632257722439
Finance,Insurance and Pensions,Has PMI - employer pays part or all,0.0383304984110381
Finance,Insurance and Pensions,Has PMI - is covered by a family member,0.00920188147144918
Finance,Insurance and Pensions,"Other health insurance (personal accident, hospital cash, health scheme)",0.119581499899975
Financial Channel,Arrange current account,In branch or other face to face,0.049029819491185
Financial Channel,Arrange current account,Online,0.110518117640251
Financial Channel,Arrange current account,By phone,0.0338115023647905
Financial Channel,Arrange current account,By post,0.0143307636868298
Financial Channel,Arrange current account,Used price comparison site,0.0106569647679568
Financial Channel,Arrange commoditised financial product,In branch or other face to face,0.177774309179519
Financial Channel,Arrange commoditised financial product,Online,0.568241509881287
Financial Channel,Arrange commoditised financial product,By phone,0.242311054624665
Financial Channel,Arrange commoditised financial product,By post,0.0503543799095579
Financial Channel,Arrange commoditised financial product,Used price comparison site,0.26439578903536
Financial Channel,Arrange mortgage,In branch or other face to face,0.121032455072756
Financial Channel,Arrange mortgage,Online,0.132661888207317
Financial Channel,Arrange mortgage,By phone,0.0939231754295596
Financial Channel,Arrange mortgage,By post,0.0246383189280034
Financial Channel,Arrange mortgage,Used price comparison site,0.0249488421367841
Financial Channel,Arrange mortgage,Used IFA,0.00502507053149944
Financial Channel,Manage current account,In branch,0.508985924335716
Financial Channel,Manage current account,Online,0.737440115105825
Financial Channel,Manage current account,Online mobile,0.821758691299211
Financial Channel,Manage current account,Online at home or work,0.489146124185331
Financial Channel,Manage current account,By phone,0.123578006362334
Financial Channel,Manage current account,By post,0.119935126227077
Financial Channel,Manage savings account,In branch,0.123686960468657
Financial Channel,Manage savings account,Online,0.409465249669051
Financial Channel,Manage savings account,Online mobile,0.411165129129661
Financial Channel,Manage savings account,Online at home or work,0.169691158895885
Financial Channel,Manage savings account,By phone,0.0942611466678843
Financial Channel,Manage savings account,By post,0.0426503455744168
Financial Channel,Actively manage current account,In branch,0.0258724882184283
Financial Channel,Actively manage current account,Online,0.525956218909941
Financial Channel,Actively manage current account,Online mobile,0.581642776673785
Financial Channel,Actively manage current account,Online at home or work,0.157035289970072
Financial Channel,Actively manage current account,By phone,0.0248824058863251
Internet,Internet Access: Overall,Used the internet in the last month,0.946402680913967
Internet,Internet Access: Overall,Never used the internet,0.0420603476191101
Digital,Internet Access: Usage in Last Week,Not at all,0.0749425519979969
Digital,Internet Access: Usage in Last Week,Less than 2 hours,0.0510062511855327
Digital,Internet Access: Usage in Last Week,3 - 7 hours,0.138041225406253
Digital,Internet Access: Usage in Last Week,8 - 19 hours,0.210888927171419
Digital,Internet Access: Usage in Last Week,20+ hours,0.525121044238796
Digital,Digital Attitudes,I am worried that any personal information I enter online will not remain secure,0.573914345363001
Digital,Digital Attitudes,"Computers confuse me, I'll never get used to them",0.144309021854074
Digital,Digital Attitudes,I love to buy new gadgets and appliances,0.36098077105291
Digital,Digital Attitudes,Shopping online makes my life easier,0.259663981743391
Devices,Mobile phone,Has mobile,0.932302824277513
Devices,Mobile phone,Has smartphone,0.830711377061947
Devices,Technology at Home,Has tablet,0.498749901173398
Devices,Technology at Home,Has a smartwatch or fitness band,0.260116835885905
Digital,Online activity (one or more times per week),Book Travel / Holiday,0.0838965331790057
Digital,Online activity (one or more times per week),Gambling / Betting,0.194085025907363
Digital,Online activity (one or more times per week),Manage my personal finances / bank account,0.715934622090561
Digital,Online activity (one or more times per week),Online auctions (e.g. eBay),0.217551557886712
Digital,Online activity (one or more times per week),Online shopping,0.305612359294098
Digital,Online activity (one or more times per week),Source info on products / services online,0.561131101134419
Digital,Online activity (one or more times per week),Use a search engine (e.g. Google),0.859439909816461
Digital,Researched the last purchase online before buying,Alcoholic drinks,0.152790641160368
Digital,Researched the last purchase online before buying,Beauty / personal grooming,0.306748699789289
Digital,Researched the last purchase online before buying,Cars / automotive ,0.258270409132872
Digital,Researched the last purchase online before buying,Children products ,0.236737059640971
Digital,Researched the last purchase online before buying,"Consumer technology (e.g. tablets, laptops, smartphones, smart watches) ",0.554615261268015
Digital,Researched the last purchase online before buying,"Entertainment tickets (e.g. movie, theater, festivals, sporting events) ",0.332790662720972
Digital,Researched the last purchase online before buying,Fashion / clothing ,0.434750394723521
Digital,Researched the last purchase online before buying,"Gaming (e.g. consoles, PC, online) ",0.321850849072917
Digital,Researched the last purchase online before buying,Groceries / household items ,0.221087164588556
Digital,Researched the last purchase online before buying,Holiday / travel ,0.450818607298166
Digital,Researched the last purchase online before buying,Home appliances ,0.534192738459084
Digital,Researched the last purchase online before buying,Luxury goods and services ,0.187209055662362
Digital,Researched the last purchase online before buying,"Music (e.g. downloads, streaming, CDs) ",0.255270648584742
Digital,Researched the last purchase online before buying,Personal finance / banking,0.322299651879591
Digital,Researched the last purchase online before buying,Pet care ,0.214787760596348
Digital,Bought the last purchase online using any device,Alcoholic drinks,0.176308033558782
Digital,Bought the last purchase online using any device,Beauty / personal grooming,0.35242956366727
Digital,Bought the last purchase online using any device,Cars / automotive ,0.155800283758799
Digital,Bought the last purchase online using any device,Children products ,0.276621053911735
Digital,Bought the last purchase online using any device,"Consumer technology (e.g. tablets, laptops, smartphones, smart watches) ",0.529030855987068
Digital,Bought the last purchase online using any device,"Entertainment tickets (e.g. movie, theater, festivals, sporting events) ",0.400052658033573
Digital,Bought the last purchase online using any device,Fashion / clothing ,0.483211742753017
Digital,Bought the last purchase online using any device,"Gaming (e.g. consoles, PC, online) ",0.382213242508861
Digital,Bought the last purchase online using any device,Groceries / household items ,0.267971735010169
Digital,Bought the last purchase online using any device,Holiday / travel ,0.51036462786467
Digital,Bought the last purchase online using any device,Home appliances ,0.516733757125647
Digital,Bought the last purchase online using any device,Luxury goods and services ,0.219703758264994
Digital,Bought the last purchase online using any device,"Music (e.g. downloads, streaming, CDs) ",0.334029212553131
Digital,Bought the last purchase online using any device,Personal finance / banking,0.392686710974619
Digital,Bought the last purchase online using any device,Pet care ,0.228833411996629
Digital,Sites regularly visited,Amazon.co.uk,0.624848545213123
Digital,Sites regularly visited,Google,0.594976552981018
Digital,Sites regularly visited,Wikipedia,0.199263332407218
Digital,Sites regularly visited,Yahoo!,0.105625822532426
Digital,Sites regularly visited,airbnb,0.0390835179173208
Digital,Sites regularly visited,Asos.com,0.0687979495892745
Digital,Sites regularly visited,Bing,0.0538057844884692
Digital,Sites regularly visited,Buzzfeed,0.0348021797603787
Digital,Sites regularly visited,Ebay,0.345438283935428
Digital,Sites regularly visited,Expedia.co.uk,0.0435614750007948
Digital,Sites regularly visited,Gmail,0.423146339023737
Digital,Sites regularly visited,Groupon,0.0734413867447229
Digital,Sites regularly visited,MSN,0.0335999428284613
Digital,Sites regularly visited,Spotify,0.21492978511902
Digital,Sites regularly visited,TripAdvisor,0.101864282821686
Digital,Sites regularly visited,Vice.com,0.00948453764814617
Digital,Sites regularly visited,Bet365.com,0.0450936325630037
Digital,Sites regularly visited,SoundCloud,0.0340477082571087
Digital,Sites regularly visited,Hotels.com,0.0385974271917198
Digital,Sites regularly visited,Argos,0.184793704639577
Digital,Sites regularly visited,Audible (Amazon eBooks),0.0500797480359534
Digital,Sites regularly visited,Auto Trader,0.0473196424529961
Digital,Sites regularly visited,BBC Good Food,0.111745456097506
Digital,Sites regularly visited,BBC News,0.285316990555745
Digital,Sites regularly visited,BBC Sport,0.175713578373984
Digital,Sites regularly visited,Boots.com,0.1531483305626
Digital,Sites regularly visited,comparethemarket.com,0.106683995973862
Digital,Sites regularly visited,Confused.com,0.0424138145538847
Digital,Sites regularly visited,Currys,0.0748141074729696
Digital,Sites regularly visited,Direct.gov.uk ,0.132835810292544
Digital,Sites regularly visited,Etsy,0.125578552582433
Digital,Sites regularly visited,Ikea.com,0.0921523527874796
Digital,Sites regularly visited,Internet Movie Database (IMDb),0.0701202618728559
Digital,Sites regularly visited,johnlewis.com,0.0385673457526807
Digital,Sites regularly visited,JustEat,0.196454724794184
Digital,Sites regularly visited,Lastminute.com,0.0300374390871214
Digital,Sites regularly visited,Marks and Spencer,0.123219743361362
Digital,Sites regularly visited,Microsoft,0.139329823569581
Digital,Sites regularly visited,Moneysavingexpert.com,0.16961429277651
Digital,Sites regularly visited,Moneysupermarket.com,0.109850004389076
Digital,Sites regularly visited,Mumsnet,0.0255580381838838
Digital,Sites regularly visited,National Lottery,0.180432174228576
Digital,Sites regularly visited,NHS.uk (NHS Choices),0.126494487633884
Digital,Sites regularly visited,Notonthehighstreet.com,0.0341103093407871
Digital,Sites regularly visited,Premierleague.com,0.0833588754024857
Digital,Sites regularly visited,rightmove.co.uk,0.0558221637975132
Digital,Sites regularly visited,Sky News,0.129489650142862
Digital,Sites regularly visited,Sky Sports,0.123664917601434
Digital,Sites regularly visited,TheLadBible,0.0496810807525284
Digital,Sites regularly visited,Ticketmaster,0.060230629345512
Digital,Sites regularly visited,Twitch.TV,0.0358641991812906
Digital,Sites regularly visited,very.co.uk,0.0719626000232601
Digital,Sites regularly visited,WikiHow,0.0234734303502706
Digital,Sites regularly visited,zoopla.co.uk,0.0524926106630213
Media Habits,Overall Social Media Activity,"Sometimes, less than monthly",0.0419661701381431
Media Habits,Overall Social Media Activity,"Monthly, less than weekly",0.061589108025945
Media Habits,Overall Social Media Activity,1 - 6 days per week,0.163915263267398
Media Habits,Overall Social Media Activity,Daily,0.57093064224613
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Shares / uploads,0.278437629686333
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Uploads original content,0.161125601617191
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Reads ratings / reviews,0.291578134930324
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Posts ratings / reviews,0.174732917011642
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Takes part in groups / forums,0.1893514492152
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Reads blogs,0.227095596365362
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Comments on blogs [has ever],0.509794219183599
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Creates own blogs [has ever],0.268284477727986
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Manages own website [has ever],0.234649264788123
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Instant messaging,0.786877329148395
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),1-1 video calling (e.g. Skype),0.321918651849791
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Group video calling (e.g. Skype),0.24053474827946
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Blogger,0.0813433689431934
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Bumble,0.0745202356442214
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Email,0.767197411898479
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Facebook,0.677815520721936
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Facebook Messenger,0.53006948513259
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Flickr,0.069512160444204
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Instagram,0.466254428364127
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),LinkedIn,0.127248895115421
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Pinterest,0.16193416270663
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Reddit,0.151694842370095
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Skype,0.084241061497408
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Snapchat,0.272694465598997
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),TikTok,0.28910332432593
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Tinder,0.0934596440563915
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),Tumblr,0.0725631255150103
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),WeChat,0.0864076561973773
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),WhatsApp,0.67298574254925
Media Habits,Social Media Activity (one or more times per week unless otherwise stated),X (was Twitter),0.286782817009706
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",Netflix,0.541755816514635
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",Amazon Prime,0.391424796244186
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",Apple TV,0.0871401911545857
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",Disney+,0.297856446494961
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",All 4,0.245803587966942
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",BBC iPlayer,0.36297159340268
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",BT Sport,0.120521349190451
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",Demand Five,0.117557017004768
Media Habits,"TV: Subscription services (watching series, movies, or other TV programmes 1+ times a week)",Fire TV,0.16305730216261
